"Title","Text"
"Nortel to Cut 3,500 Jobs to Boost Profit","&lt;p&gt;&lt;/p&gt;&lt;p&gt; OTTAWA (Reuters) - Nortel Networks Corp. &lt;NT.TO&gt; &lt;NT.TO&gt;posted long-awaited preliminary results for the first half of2004 on Thursday, estimating first and second quarter earningsbetween nil and 1 cent per share.&lt;/p&gt;"
"Bollywood megastar Bachchan meets Pakistani students to boost ties (AFP)","AFP - Bollywood mega star Amitabh Bachchan met with a group of Pakistani students as part of a wider initiative to deepen cultural ties between India and Pakistan."
"PM: Australia aims to keep good relations with both US, China","Australian Prime Minister John Howard said on Friday that Australia #39;s policy is aimed at keeping good relations with both the United States and China. "
"Late try gives Oxford win","Ross Lavery scored a try two minutes from the end as Oxford University defeated Cambridge 18-11 at Twickenham on Tuesday in another tight finish to the annual University rugby match."
"Stocks Gain as Oil Prices Ease"," NEW YORK (Reuters) - U.S. stocks gained on Monday as oil  prices dipped after reports of victory for the Venezuelan  president in a referendum on his rule eased fears about the  country's oil exports."
"Jury holds Texaco liable for 1955 leak","SAN FRANCISCO (CBS.MW ) -- A jury has ordered Texaco to pay \$15 million to finish the cleanup of a 1955 gas pipeline spill in a small town in Montana, and to pay \$25 in punitive damages, according to published reports. "
"Microsoft Funded Study Deciding Factor in 10yr Deal","Genevish writes  quot;According to an article in the Register, Microsoft and the Newham Council in London have signed an agreement making Microsoft the preferred vendor for the council, instead of the original hybrid MS / Open Source plan. The council was very ..."
"Microsoft unveils mainframe integration tool","Microsoft has unveiled Host Integration Server (HIS) 2004, claiming that the legacy integration application will lower the cost of integrating existing IBM mainframe and midrange systems with Windows. "
"India #39;s Pratima, four others suspended for doping :","Five weightlifters, including India #39;s Pratima Kumari, were Thursday suspended by the International Weightlifting Federation (IWF) for failing drug tests conducted at the Olympic Games Thursday, reports Xinhua. "
"Floridians Return to Storm-Ravaged Homes","PUNTA GORDA, Fla. - After getting a first look at the widespread damage left behind by Hurricane Charley, Florida residents were faced with the arduous task of sorting through the wreckage, and for some, starting over again..."
"Second Wave for US Makes the Difference","INGSTON, Jamaica, Aug. 19 - Sixty minutes into Wednesday #39;s World Cup qualifying match against Jamaica, with the United States trailing by 1-0, Brian Ching stood on the sideline, waiting to enter, more excited than nervous. "
"Search Engine Forums Spotlight","Links to this week's topics from search engine forums across the web: Live Reports from Search Engine Strategies San Jose 2004 - PPC Bounce Rate - Google AdWords Myths - After SEMPO: Should We Start a Trade Association? - Search Inventory vs. Conversion - Terra Sells Lycos at Yard Sale Price"
"Merger may axe Fleet jobs","BOSTON -- Although published reports yesterday claimed that Bank of America Corp. plans to layoff hundreds of employees at Fleet Banks throughout Massachusetts, Fall River area branches had not received official word by closing time Wednesday, according ..."
"Gas stoppage may have caused deadly Belgian blast: TV report (AFP)","AFP - A Belgian gas explosion in which 20 people were killed may have resulted from a combination of a halt in the gas circulation in a pipeline and existing damage to the main, Belgian television said."
"Drugstore Offers New Wave of Disposable Cameras","NEW YORK (Reuters) - Pharmacy chain CVS Corp. (CVS.N: Quote, Profile, Research) on Thursday said it would offer the world #39;s first disposable digital camera with a bright color viewing screen that allows consumers to instantly preview pictures. "
"Brit relay teams go through","Britain's men's and women's relay teams qualify for their  4x100m medley finals."
"Stocks Higher Despite Soaring Oil Prices","NEW YORK - Wall Street shifted higher Monday as bargain hunters shrugged off skyrocketing oil prices and bought shares following an upbeat sales report from Wal-Mart Stores and a bright outlook from Lowe's.    The Dow Jones industrial average was up 84.07, or 0.9 percent, at 9,909.42, after edging 0.1 percent higher last week..."
"Olympic Basketball: Lithuania Guard Shoots Down U.S."," ATHENS (Reuters) - The United States crashed to its second  defeat in the Olympic men's basketball tournament Saturday when  a late shooting spree by Sarunas Jasikevicius propelled  Lithuania to a 94-90 victory."
"Woods #39; No. 1 is safe for now","Tiger Woods lost the lead to Stewart Cink yesterday but his world ranking is safe for the moment. Free from the burden of trying to make the Ryder Cup team, Cink looked at ease on a marathon day at the NEC Invitational that ended with ..."
"Review: Robovacs No Match for Normal Vacuum Cleaners","By MARK JEWELL     BOSTON (AP) -- A new generation of robotic vacuums is ready to do battle with dirt, dust and dog hair with more cleaning power and cunning than their ancestors could muster.     Faced with the usual obstacles - furniture, stairs, low-hanging bed skirts and stray socks - they intelligently and acrobatically extricate themselves from most tight spots and largely avoid getting stuck or sucking in what they shouldn't..."
"Flash floods force huge rescue bid","LONDON: Rescue workers combed an English coastal village in north Cornwall yesterday for people missing after a flash flood caused by torrential rain hit Britain #39;s southwestern Atlantic coast. "
"Boehner Favored in Taped Phone Call Case (AP)","AP - A federal judge has sided with Rep. John Boehner, R-Ohio, in his six-year-old lawsuit against Rep. James McDermott, D-Wash., over an illegally recorded phone call."
"Web Surfers Hit Higher Speeds","The majority of Internet users in the U.S. have ditched dial-up, survey says."
"Bangkok's Canals Losing to Urban Sprawl (AP)","AP - Along the banks of the canal, women in rowboats grill fish and sell fresh bananas. Families eat on floating pavilions, rocked gently by waves from passing boats."
"Berlusconi shrugs off fears of new terror threat after Sardinia bomb scare","Silvio Berlusconi brushed off fears yesterday of a fresh terrorist threat in Italy, insisting he would finish his holiday in Sardinia despite a bomb scare in the seaside town where Tony Blair ended a flying visit yesterday. "
"Progress Supply Ship Docks with Space Station","NASA -- An unpiloted Russian cargo ship linked up the International Space Station this morning to deliver almost three tons of food, fuel, oxygen, water and supplies to the residents onboard.     The ISS Progress 15 craft automatically docked to the aft port of the Zvezda Service Module at 12:01 a.m..."
"SEC Bars Some Mutual Fund Fees"," WASHINGTON (Reuters) - The U.S. Securities and Exchange  Commission barred U.S. mutual funds on Wednesday from  channeling brokerage commissions toward Wall Street firms based  on their promotion of the funds' shares."
"Relief funds almost spent, says Soliman","Stunned residents in General Nakar, Quezon, picked their way through a wasteland of mud and rubble to leave storm-ravaged areas Tuesday as the government said it has run out of money to pay for relief services."
"The Region's Highest-Paid Executives","Pay for the Washington area's top executives rose significantly last year, reversing the downward trend that set in with the recession in 2001."
"Israeli court orders reply for Hague","JERUSALEM The Israeli Supreme Court ordered the government to produce a statement in the next 30 days that assesses the ramifications of a nonbinding ruling by the International Court of Justice in the Hague that declared the Israeli security barrier ..."
"Seiyu posts first half net loss on slower sales, higher costs (AFP)","AFP - Japanese supermarket chain Seiyu, controlled by US retail giant Wal-Mart, said it incurred a net loss in the first half to June on the back of slow sales and early retirement costs."
"Powell calls Russian FM over Georgian conflict","WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday. "
"Major League Approves Baseball Channel for TV"," LOS ANGELES (Reuters) - Major League Baseball has approved  the creation of a national cable television channel devoted to  America's favorite pastime, but regular-season games may be  confined to the dugouts for the network's first year, a top  league official said on Friday."
