"Tag","Title","Text"
3,"Judge Clears Way for Pay Cuts at US Airways","US Airways employees are earning less. A federal bankruptcy judge has given the troubled airline permission to cut the pay off its union employees by 21 percent immediately."
3,"Dollar Up on Jobless Data"," NEW YORK (Reuters) - The dollar edged higher on Thursday  after a report showed first-time claims for U.S. unemployment  dropped steeply, but traders said its significance for Friday's  widely anticipated payrolls report was limited."
1,"Spears Weds Fiance in Surprise Ceremony","LOS ANGELES - Pop singer Britney Spears married her fiance, dancer Kevin Federline, in a surprise ceremony, her record label said Sunday.   ""She did marry him yesterday,"" Jive Records spokeswoman Sonia Muckle said..."
1,"British hostility to the war deepens as another Black Watch &lt;b&gt;...&lt;/b&gt;","THE British publics opposition to the war in Iraq has risen to record levels amid signs that the continued violence could be a major factor in next years expected general election."
4,"Microsoft Launches Its Own Web Search Tool (Reuters)","Reuters - Microsoft Corp. unveiled a preliminary\version of its Web search engine late on Wednesday, in its\first attack on Google Inc. leading position in the market."
4,"Symantec acquires At Stake","Symantec Corp., the world #39;s largest maker of antivirus software, agreed to acquire closely held consultant At Stake Inc., which identifies programming faults in software, for an undisclosed sum."
3,"Growth Rate in Health Cost to Employers Slowed in '04","After years of double-digit cost increases, employers are seeing a significant slowing in the rate of growth in what they pay for employee health insurance."
1,"Tributes to tragic Gurkhas","The London-based security firm which employed four former Gurkhas killed in a rocket attack on their compound in Baghdad have paid tribute to them as  quot;brave and professional individuals quot;."
3,"Update 1: FCC OKs Rules for Local Phone Competition","Federal regulators narrowly approved rules Wednesday that phase out many of the government-mandated discounts the four major regional telephone companies must give rivals to encourage them to compete for local service customers."
1,"U.S. Air Attacks in Falluja Kill 15 in 24 Hours"," FALLUJA, Iraq (Reuters) - U.S. aircraft blasted the rebel  stronghold of Falluja for a third time in 24 hours in a  concerted effort to hit militants loyal to guerrilla chief Abu  Musab al-Zarqawi, Washington's number one enemy in Iraq."
3,"Stocks: US economic data send stocks higher","NEW YORK Stocks moved sharply higher Friday after US economic data showed strength in manufacturing and construction and shrugged off a softening in consumer sentiment."
2,"No place for the faint-hearted","Assuming Australia bat first at the Waca ground against Pakistan, you can be sure the blood will be pumping through my heart and veins faster than on most occasions that I face the first ball in a Test match."
2,"More history for the Patriots; Win streak at 20","The New England Patriots extended their remarkable winning streak to 20 games on Sunday and tied another NFL record in the process in their 30-20 win over the Seattle Seahawks at Gillette Stadium."
1,"Japan #39;s Princess Sayako to marry Tokyo government official","Japan #39;s Princess Sayako, the only daughter of Emperor Akihito and Empress Michiko, plans to marry a 39-year-old Tokyo metropolitan government official early next year, media reports said Sunday."
3,"Update 4: European Central Bank Keeps Rates Unchanged","The European Central Bank left interest rates unchanged Thursday, saying high oil prices meant uncertain prospects for Europe #39;s economic recovery."
3,"Venerable Yacht Builder Tries to Regain Sea Legs","Palmer Johnson hopes to regain its former glory by introducing a sleek new motor yacht design and concentrating on building boats."
4,"Yahoo Extends Microsoft Ad Deal to Mid-2006","Yahoo Inc. (YHOO.O: Quote, Profile, Research) has agreed to extend its deal to place advertisements on Microsoft Corp. #39;s (MSFT."
3,"Visa and MasterCard sued by American Express","Visa, MasterCard and eight banks have been sued by American Express for anti-competitive practices that led to damages as around 20,000 US banks were not able to use AE credit card products."
3,"A Matter of Missing Foreign Investors","In hindsight it is becoming clear that the strong economic growth over the past two years depended on bringing in large quantities of capital from the rest of the world."
4,"Online spammer free on bond","LEESBURG, Va. A North Carolina man convicted of illegally sending (m) millions of pieces of junk e-mail to America Online subscribers was granted bond today while he awaits sentencing."
3,"Dell Profit Rises (Reuters)","Reuters - Dell Inc., the world's largest\personal computer maker,  on Thursday posted a higher quarterly\profit, helped by market share gains and lower component costs\despite slowing demand for corporate PCs."
1,"World ; Insurgents kill 23 Iraqis countrywide","And later on Sunday, gunmen killed two National Guards and wounded four others in an attack near Latifiya, a town south of Baghdad that has seen persistent unrest, officials said."
1,"Fischer misses Arafat funeral amid security clampdown","CAIRO - Palestinian leader Yassir Arafat may not have lived to rule an independent Palestinian state but his funeral on Friday carried all the ceremony of a state occasion with heightened security meaning that the German delegation missed the event."
3,"Wal-Mart confirms near-term outlook","Retailing titan expects same-store sales to increase by 2 to 4 in November, heading into holidays. CHICAGO (Reuters) - Wal-Mart Stores Inc."
3,"Update 2: Reports: Alitalia Signs Deal With Italy","Struggling Italian flagship carrier Alitalia signed an agreement overnight with the government and labor unions on helping employees whose jobs will be slashed under a plan to save the airline, news reports said Wednesday."
2,"Shannon Keys Miami's Defensive Dominance (AP)","AP - Defensive coordinator Randy Shannon understands the perception: He has more talent at Miami than any program in the country, which is why nine of his players have been drafted in the NFL's first round over the last three years."
4,"Intel Cancels Plan to Enter Digital TV Chip Market (Reuters)","Reuters - Intel Corp.  on Thursday\said it has canceled its plan to enter the digital television\chip business, marking a major retreat from an initiative that\was intended to broaden the computer chip maker's market focus."
2,"Fox #39;s Ratings for World Series Opener Are Highest Since 1999","Boston #39;s victory over St. Louis in Game 1 of the World Series last night attracted the best television ratings for the opener of Major League Baseball #39;s championship round since 1999."
1,"Iran's President Khatami begins Sudan visit (AFP)","AFP - Iranian President Mohammad Khatami arrived in Khartoum to start a three-day visit to Africa's biggest country whose government has come under pressure to act over what the United Nations terms a humanitarian crisis in the western region of Darfur."
1,"Ads to Back Schwarzenegger for President (AP)","AP - Californians will soon see advertisements urging them to help give Gov. Arnold Schwarzenegger and other foreign-born citizens the chance to run for president."
4,"After .jpeg it #39;s .doc","Security advisory service Secunia said that it has discovered a highly critical vulnerability in Microsoft Word 2000 and 2002 that can be exploited to cause a denial of service attack and compromise a user #39;s system."
1,"Newspaper: Egypt Attackers Fled on Foot (AP)","AP - The attackers in three explosions on Egypt's Sinai Peninsula last week all fled minutes before their vehicles blew up, Egypt's biggest newspaper reported Wednesday, contradicting reports that suicide bombers carried out the attacks."
2,"Germans secure place in next Champions Trophy","Lahore - Two second-half goals from Florian Keller helped Germany beat New Zealand 2-1 on Sunday at Pakistan #39;s National Stadium in the city of Lahore, guaranteeing its place in the men #39;s field-hockey Champions Trophy next year."
2,"Gators #39; RB Fason declares for NFL draft","Florida running back Ciatrick Fason announced Wednesday he plans to forgo his senior year and enter the NFL Draft. The 6-foot, 215-pound junior has been one of the most consistent performers for the 20th-ranked Gators."
1,"Ivorian Pres. to allow reform debate","Ivorian President Laurent Gbagbo agreed Saturday to let the national assembly consider a controversial presidential eligibility reform."
